,Date,City,Country,Longitude,Latitude,Cloudiness,Max Temp,Humidity,Wind Speed
272,1616804421,Sinnamary,GF,-52.95,5.3833,30,77.86,83,10.6
273,1616804422,Vangaindrano,MG,47.6,-23.35,23,71.56,95,3.36
274,1616804422,Fatezh,RU,35.8632,52.0891,100,33.01,87,1.99
275,1616804423,Bloomington,US,-93.2983,44.8408,75,46.99,57,9.22
276,1616804423,Camaná,PE,-72.7111,-16.6228,97,70.93,79,6.08
277,1616804424,Anadyr,RU,177.4833,64.75,0,0.0,78,8.95
278,1616804424,Noumea,NC,166.4572,-22.2763,0,89.6,55,9.22
279,1616804424,Manzhouli,CN,117.4333,49.6,83,33.44,72,4.88
280,1616804424,Iwaki,JP,140.8833,37.05,37,55.99,40,1.99
281,1616804425,Mtambile,TZ,39.7,-5.3833,91,81.14,76,4.41
282,1616804425,Fortuna,US,-124.1573,40.5982,1,57.99,76,14.97
283,1616804426,Warman,CA,-106.5679,52.3168,40,32.0,55,14.97
284,1616804426,North Myrtle Beach,US,-78.68,33.816,20,68.0,88,4.61
285,1616804427,Cherskiy,RU,161.3,68.75,92,-5.75,89,8.55
286,1616804427,Tairua,NZ,175.85,-37.0167,73,71.01,68,13.0
287,1616804428,Basco,PH,121.9702,20.4487,26,78.06,81,15.9
288,1616804428,Kuvandyk,RU,57.3552,51.4781,99,23.31,96,4.21
289,1616804429,Marawi,PH,124.2928,7.9986,97,80.01,76,3.0
290,1616804429,Cidreira,BR,-50.2056,-30.1811,100,68.27,92,7.02
291,1616804430,Volnovakha,UA,37.4967,47.601,87,35.01,100,17.0
292,1616804430,Xilópolis,GR,23.1794,40.9271,1,39.0,56,1.01
293,1616804430,Dunn,US,-91.8835,44.95,1,39.99,60,3.44
294,1616804431,Moerai,PF,-151.3333,-22.4333,1,81.63,71,15.66
295,1616804431,Jinxiang,CN,120.6062,27.4327,30,62.65,88,5.86
296,1616804431,Copiapó,CL,-70.3333,-27.3667,90,57.2,82,6.91
297,1616804432,Balkhash,KZ,74.9804,46.844,82,36.66,88,5.39
298,1616804432,Petropavlovsk-Kamchatskiy,RU,158.6483,53.0452,100,23.0,54,4.47
299,1616804433,Kostanay,KZ,63.5833,53.1667,0,23.0,80,6.71
300,1616804434,Laguna,US,-121.4238,38.421,1,73.4,16,11.5
301,1616804434,Narsaq,GL,-46.05,60.9167,20,5.0,51,9.22
302,1616804252,Turan,VN,108.2208,16.0678,75,77.0,94,4.61
303,1616804435,Boa Vista,BR,-60.6733,2.8197,75,87.8,55,8.05
304,1616804436,Saldanha,ZA,17.9442,-33.0117,24,62.6,88,2.3
305,1616804377,Padang,ID,100.3543,-0.9492,40,75.2,100,2.3
306,1616804437,Benguela,AO,13.4055,-12.5763,95,75.99,78,2.59
307,1616804438,Amapá,BR,-52.0,1.0,26,71.11,98,2.71
308,1616804438,Manono,CD,27.4167,-7.3,66,65.25,94,2.21
309,1616804438,Paraíso,CR,-83.8656,9.8383,20,77.0,73,14.97
310,1616804439,Ust-Nera,RU,143.2,64.5667,100,-2.67,90,4.09
311,1616804439,Saquarema,BR,-42.5103,-22.92,0,78.8,83,6.91
312,1616804440,Tuytepa,UZ,69.3625,41.0321,0,53.6,82,6.91
313,1616804440,Suntar,RU,117.6319,62.1444,66,13.14,92,4.54
314,1616804441,Ballina,AU,153.5667,-28.8667,84,77.0,69,3.44
315,1616804441,Inuvik,CA,-133.7218,68.3499,99,-2.2,71,8.05
316,1616804441,Gweta,BW,25.2333,-20.1833,10,74.89,36,1.52
317,1616804442,Arlit,NE,7.3853,18.7369,0,65.75,13,9.71
318,1616804442,Merauke,ID,140.3333,-8.4667,98,80.28,84,8.81
319,1616804443,Fayaoué,NC,166.5333,-20.65,35,80.29,71,9.89
320,1616804443,Belaya Gora,RU,146.4167,68.5333,86,-7.74,90,4.03
321,1616804444,Ukiah,US,-123.2078,39.1502,1,73.4,18,4.05
322,1616804444,Bara,NG,10.7288,10.3744,76,77.13,14,8.5
323,1616804444,Mednogorsk,RU,57.595,51.4128,100,22.71,96,4.63
324,1616804445,Ust-Tsilma,RU,52.1498,65.441,50,10.22,97,3.22
325,1616804445,Najrān,SA,44.1277,17.4924,0,66.2,24,4.61
326,1616804445,Yantal',RU,105.2542,56.8471,98,19.85,96,2.95
327,1616804446,Te Anau,NZ,167.7167,-45.4167,100,63.45,57,3.8
328,1616804446,Kropotkin,RU,40.5756,45.4375,100,37.0,90,6.58
329,1616804447,Meadow Lake,US,-106.5436,34.8014,75,54.0,26,10.36
330,1616804447,Bathsheba,BB,-59.5167,13.2167,40,77.0,65,21.85
331,1616804448,Jiehu,CN,118.455,35.5428,100,52.36,89,5.35
332,1616804448,Vao,NC,167.4833,-22.6667,24,78.39,75,13.58
333,1616804449,Sola,VU,167.55,-13.8833,75,87.8,74,5.75
334,1616804449,Pimentel,PE,-79.9342,-6.8367,0,71.6,78,21.85
335,1616804449,Lorengau,PG,147.2712,-2.0226,100,83.88,75,6.69
336,1616804450,Acajutla,SV,-89.8275,13.5928,20,89.6,40,4.61
337,1616804450,Kavaratti,IN,72.642,10.5669,40,82.78,74,1.14
338,1616804450,Mitú,CO,-70.1733,1.1983,95,71.98,93,2.04
339,1616804451,Alta Floresta,BR,-56.0861,-9.8756,20,80.6,83,2.3
340,1616804451,Umm Kaddadah,SD,26.6876,13.6017,53,71.51,16,20.89
341,1616804402,Makkah al Mukarramah,SA,39.8261,21.4267,0,71.2,49,6.78
342,1616804452,Zharkovskiy,RU,32.2697,55.849,93,33.37,98,1.88
343,1616804452,Loikaw,MM,97.2094,19.6742,96,71.22,50,1.61
344,1616804452,Kuala Terengganu,MY,103.1408,5.3302,40,78.8,94,2.3
345,1616804453,Salta,AR,-65.4117,-24.7859,75,62.6,94,8.05
346,1616804453,Port Lincoln,AU,135.8667,-34.7333,44,64.99,58,9.57
347,1616804453,Lumeje,AO,20.7833,-11.55,100,65.53,94,4.59
348,1616804454,Posse,BR,-46.3694,-14.0931,69,69.44,56,2.59
349,1616804454,Dwārka,IN,68.9678,22.2394,2,77.88,73,11.81
350,1616804330,Ninghai,CN,121.4247,29.2892,97,64.99,96,3.4
351,1616804455,Muros,ES,-9.0603,42.7762,41,44.01,92,9.64
352,1616804456,Hualmay,PE,-77.6139,-11.0964,49,70.47,81,7.23
353,1616804456,Ponta do Sol,PT,-17.1,32.6667,40,64.4,88,6.91
354,1616804457,Mahébourg,MU,57.7,-20.4081,20,75.2,88,6.91
355,1616804458,Makarov,RU,142.8,48.6333,22,29.07,76,5.06
356,1616804458,Kano,NG,8.5167,12.0001,84,73.4,15,10.36
357,1616804458,Hailey,US,-114.3153,43.5196,40,44.6,42,9.22
